id,collection,dc.contributor.author,dc.coverage.spatial,dc.coverage.spatial[en_US],dc.coverage.temporal[en_US],dc.date.created,dc.date.digitized,dc.date.issued,dc.description,dc.description.notes,dc.description.notes[en_US],dc.description[en_US],dc.format.extent,dc.format.extent[en_US],dc.format.mimetype,dc.identifier.uri,dc.language.iso,dc.publisher.OLinstitution[en_US],dc.publisher.OLrepository,dc.publisher.digital,dc.relation.ispartof,dc.relation.ispartofseries,dc.relation.ispartofseries[en_US],dc.rights,dc.rights.uri,dc.rights.uri[*],dc.rights[*],dc.subject,dc.subject.lcsh,dc.subject.lcsh[en_US],dc.subject[en_US],dc.title.alternative,dc.title[en_US],dc.type
607199,2374.UC/695985,"Crawford, Marisa||Pendarvis, Jack, 1963-",,University of Cincinnati. Elliston Poetry Room,2014,2014-01-10,2014-01-10,2014-01-31,"<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Crawford_Pendarvis_01-10-14.mp3?sequence=6"">All tracks</a>&nbsp;&nbsp;&nbsp;Fiction and poetry reading [complete]
<br clear=""all"" />
<br clear=""all"" />
Marisa Crawford:
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_01.mp3?sequence=7"">Track 01</a>
&nbsp;&nbsp;&nbsp;&nbsp;Indian Summer
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_02.mp3?sequence=8"">Track 02</a>
&nbsp;&nbsp;&nbsp;&nbsp;The River
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_03.mp3?sequence=9"">Track 03</a>
&nbsp;&nbsp;&nbsp;&nbsp;Swimming in Lanes Five and Six
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_04.mp3?sequence=10"">Track 04</a>
&nbsp;&nbsp;&nbsp;&nbsp;Ghost Story
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_05.mp3?sequence=11"">Track 05</a>
&nbsp;&nbsp;&nbsp;&nbsp;from The Haunted House
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_06.mp3?sequence=12"">Track 06</a>
&nbsp;&nbsp;&nbsp;&nbsp;I was more interested
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_07.mp3?sequence=13"">Track 07</a>
&nbsp;&nbsp;&nbsp;&nbsp;I am inspired
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_08.mp3?sequence=14"">Track 08</a>
&nbsp;&nbsp;&nbsp;&nbsp;When you told me
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_09.mp3?sequence=15"">Track 09</a>
&nbsp;&nbsp;&nbsp;&nbsp;The female act
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_10.mp3?sequence=16"">Track 10</a>
&nbsp;&nbsp;&nbsp;&nbsp;My mom told me
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_11.mp3?sequence=17"">Track 11</a>
&nbsp;&nbsp;&nbsp;&nbsp;Your mother told you
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_12.mp3?sequence=18"">Track 12</a>
&nbsp;&nbsp;&nbsp;&nbsp;He Won't Buy Me Bloomies (1)
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_13.mp3?sequence=19"">Track 13</a>
&nbsp;&nbsp;&nbsp;&nbsp;He Won't Buy Me Bloomies (2)
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_14.mp3?sequence=20"">Track 14</a>
&nbsp;&nbsp;&nbsp;&nbsp;Sweet Jane Remix
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Marisa_Crawford_01-10-14_Track_15.mp3?sequence=21"">Track 15</a>
&nbsp;&nbsp;&nbsp;&nbsp;Dream Girls
<br clear=""all"" />
<br clear=""all"" />
Jack Pendarvis:
<br clear=""all"" />
&nbsp;&nbsp;<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731507/Elliston_Jack_Pendarvis_01-10-14_Track_16.mp3?sequence=22"">Track 16</a>
&nbsp;&nbsp;&nbsp;&nbsp;from Your Cat Can Be a Movie Star",,Digital Projects SAN: Folder location for wav and mp3 files: /20140110.,,,00:57:12,audio/mpeg,http://hdl.handle.net/2374.UC/731507,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,The Elliston Project : Fiction Readings,The Elliston Project : Poetry Readings,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,Fiction--21st century,Poetry--21st century,"Crawford, Marisa||Pendarvis, Jack, 1963-",,"Crawford, Marisa and Jack Pendarvis : fiction and poetry reading; January 10th, 2014","Recording, acoustical"
565184,2374.UC/695985,"Emerson, Claudia, 1957-2014",,University of Cincinnati. Elliston Poetry Room,2013,2013-04-05,2013-04-05,2013-04-05,"<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701419/Elliston_Claudia_Emerson_04-05-13.mp3?sequence=1"">Lecture</a>&nbsp;&nbsp;&nbsp;On Fashioning a More Careful Measure",,Digital Projects SAN: Folder location for wav and mp3 files: /20130405.,,,00:48:00,audio/mpeg,http://hdl.handle.net/2374.UC/701419,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,The Elliston Project : Lectures||Elliston Poets-in-Residence,,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--21st century,"Emerson, Claudia, 1957-2014||Elliston Poets-in-Residence",,"Emerson, Claudia : lecture : on fashioning a more careful measure; April 5th, 2013","Recording, acoustical"
569194,2374.UC/695985,"Bolton, April, 1943-",,University of Cincinnati. Elliston Poetry Room,1976,1976-04-26,2012-02-06,2013-04-19,"<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76.mp3?sequence=1"">All tracks</a>&nbsp;&nbsp;&nbsp;Poetry reading [complete]
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_01.mp3?sequence=5"">Track 01</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Reason Why
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_02.mp3?sequence=6"">Track 02</a>
&nbsp;&nbsp;&nbsp;&nbsp;Two People
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_03.mp3?sequence=7"">Track 03</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Leave Taking
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_04.mp3?sequence=8"">Track 04</a>
&nbsp;&nbsp;&nbsp;&nbsp;Horticulture
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_05.mp3?sequence=9"">Track 05</a>
&nbsp;&nbsp;&nbsp;&nbsp;A Song My Grandma Taught Me
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_06.mp3?sequence=10"">Track 06</a>
&nbsp;&nbsp;&nbsp;&nbsp;I Like You
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_07.mp3?sequence=11"">Track 07</a>
&nbsp;&nbsp;&nbsp;&nbsp;He Doesn't Know
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_08.mp3?sequence=12"">Track 08</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Thing That Makes Me Hesitate
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_09.mp3?sequence=13"">Track 09</a>
&nbsp;&nbsp;&nbsp;&nbsp;Broadway People
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_10.mp3?sequence=14"">Track 10</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Gas Man
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_11.mp3?sequence=15"">Track 11</a>
&nbsp;&nbsp;&nbsp;&nbsp;They Pass Freely Into the Room
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_12.mp3?sequence=16"">Track 12</a>
&nbsp;&nbsp;&nbsp;&nbsp;Bad Nickel
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_13.mp3?sequence=17"">Track 13</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Wrong Person
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701521/Elliston_April_Bolton_10-26-76_Track_14.mp3?sequence=18"">Track 14</a>
&nbsp;&nbsp;&nbsp;&nbsp;Terrible Things in the Future",,Digital Projects SAN: Folder and disc location for wav file: 20120206/BOX1/Disc 2. Folder and disc location for mp3 file: 20120206/BOX1/Disc 3/mp3s box 1,Description inside reel box: For air 10-26-76; Mono; Heads up; Run with board in parallel,,00:29:08,audio/mpeg,http://hdl.handle.net/2374.UC/701521,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,The Elliston Project : Poetry Readings,Elliston Reading Series : Corner Poets,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--20th century,"Bolton, April, 1943-",,"Bolton, April : interview and poetry reading : Corner Poets #30; October 26th, 1976","Recording, acoustical"
569096,2374.UC/695985,"Emerson, Claudia, 1957-2014",,University of Cincinnati. Elliston Poetry Room,2013,2013-03-15,2013-03-15,2013-04-05,"<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13.mp3?sequence=2"">All tracks</a>&nbsp;&nbsp;&nbsp;Poetry reading [complete]
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_01.mp3?sequence=6"">Track 01</a>
&nbsp;&nbsp;&nbsp;&nbsp;Late April House Fire Along Interstate 81
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_02.mp3?sequence=7"">Track 02</a>
&nbsp;&nbsp;&nbsp;&nbsp;Secure the Shadow
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_03.mp3?sequence=8"">Track 03</a>
&nbsp;&nbsp;&nbsp;&nbsp;After Hours: A Glimpse of the Radiologist
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_04.mp3?sequence=9"">Track 04</a>
&nbsp;&nbsp;&nbsp;&nbsp;Cold Room
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_05.mp3?sequence=10"">Track 05</a>
&nbsp;&nbsp;&nbsp;&nbsp;Namesake
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_06.mp3?sequence=11"">Track 06</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Present Tense
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_07.mp3?sequence=12"">Track 07</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Hearing
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_08.mp3?sequence=13"">Track 08</a>
&nbsp;&nbsp;&nbsp;&nbsp;Lifeguard
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_09.mp3?sequence=14"">Track 09</a>
&nbsp;&nbsp;&nbsp;&nbsp;Ephemeris
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_10.mp3?sequence=15"">Track 10</a>
&nbsp;&nbsp;&nbsp;&nbsp;Headmistress
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_11.mp3?sequence=16"">Track 11</a>
&nbsp;&nbsp;&nbsp;&nbsp;Barber
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_12.mp3?sequence=17"">Track 12</a>
&nbsp;&nbsp;&nbsp;&nbsp;Small Pox
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_13.mp3?sequence=18"">Track 13</a>
&nbsp;&nbsp;&nbsp;&nbsp;A Frontispiece
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_14.mp3?sequence=19"">Track 14</a>
&nbsp;&nbsp;&nbsp;&nbsp;Last, the Night
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/701418/Elliston_Claudia_Emerson_03-15-13_Track_15.mp3?sequence=20"">Track 15</a>
&nbsp;&nbsp;&nbsp;&nbsp;Fire Ring",,Digital Projects SAN: Folder location for wav and mp3 files: /20130315.,,,00:49:59,audio/mpeg,http://hdl.handle.net/2374.UC/701418,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,The Elliston Project : Poetry Readings||Elliston Poets-in-Residence,,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--21st century,"Emerson, Claudia, 1957-2014||Elliston Poets-in-Residence",,"Emerson, Claudia : poetry reading; March 15th, 2013","Recording, acoustical"
569210,2374.UC/695985,"Ashbery, John, 1927-||Lehmann, David",,University of Cincinnati. Elliston Poetry Room,1998,1998-02-18,2012-05-14,2013-04-19,,,Digital Projects SAN: Folder and disc location for wav file: 20120514/Disc 5. Folder and disc location for mp3 file: 20120514/Disc 6/mp3s.,"Description on cassette : David Lehman - John Ashbery Discussion (BAP) - February 18, 1998||<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/697139/Elliston_Ashbery_Lehman_02-18-98.mp3?sequence=1"">Panel Discussion</a>&nbsp;&nbsp;&nbsp; with John Ashbery and David Lehman",,00:29:41,audio/mpeg,http://hdl.handle.net/2374.UC/701496,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,The Elliston Project : Discussions,,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--20th century||Griffin Poetry Prize,"Ashbery, John, 1927-||The New American Poetry||New York School||Yale Younger Poets||National Book Critics Circle||Frost Medal||Elliston Poets-in-Residence||Lehmann, David",,"Ashbery, John and David Lehman : panel discussion; Febraury 18th, 1998","Recording, acoustical"
606776,2374.UC/695985,"Duhamel, Denise",,University of Cincinnati. Elliston Poetry Room,2013,2013-11-22,2013-11-22,2013-11-22,"Introduction: Don Bogen||<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13.mp3?sequence=1"">All tracks</a>&nbsp;&nbsp;&nbsp;Poetry reading [complete]
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_01.mp3?sequence=6"">Track 01</a>
&nbsp;&nbsp;&nbsp;&nbsp;reading from her Introduction to The Best American Poetry 2013
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_02.mp3?sequence=7"">Track 02</a>
&nbsp;&nbsp;&nbsp;&nbsp;reading Kim Addonizio's ""Divine""
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_03.mp3?sequence=8"">Track 03</a>
&nbsp;&nbsp;&nbsp;&nbsp;reading David Hernandez' ""All American""
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_04.mp3?sequence=9"">Track 04</a>
&nbsp;&nbsp;&nbsp;&nbsp;reading Victoria Kelly's ""When the Men Go Off to War""
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_05.mp3?sequence=10"">Track 05</a>
&nbsp;&nbsp;&nbsp;&nbsp;Delta Flight 659
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_06.mp3?sequence=11"">Track 06</a>
&nbsp;&nbsp;&nbsp;&nbsp;I Dreamed I Wrote This Sestina in My Maidenform Bra
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_07.mp3?sequence=12"">Track 07</a>
&nbsp;&nbsp;&nbsp;&nbsp;Dinner Party Horror
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_08.mp3?sequence=13"">Track 08</a>
&nbsp;&nbsp;&nbsp;&nbsp;Casino
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_09.mp3?sequence=14"">Track 09</a>
&nbsp;&nbsp;&nbsp;&nbsp;My Mother's Hair
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_10.mp3?sequence=15"">Track 10</a>
&nbsp;&nbsp;&nbsp;&nbsp;Washing My Father's Hair
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_11.mp3?sequence=16"">Track 11</a>
&nbsp;&nbsp;&nbsp;&nbsp;Healing Pies
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_12.mp3?sequence=17"">Track 12</a>
&nbsp;&nbsp;&nbsp;&nbsp;Old Love Poems
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_13.mp3?sequence=18"">Track 13</a>
&nbsp;&nbsp;&nbsp;&nbsp;Recession Commandments
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_14.mp3?sequence=19"">Track 14</a>
&nbsp;&nbsp;&nbsp;&nbsp;My Strip Club
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731008/Elliston_Denise_Duhamel_11-22-13_Track_15.mp3?sequence=20"">Track 15</a>
&nbsp;&nbsp;&nbsp;&nbsp;How It Will End",,Digital Projects SAN: Folder location for wav and mp3 files: /20131122.,,,00:56:40,audio/mpeg,http://hdl.handle.net/2374.UC/731008,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,,The Elliston Project : Poetry Readings,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--21st century,"Duhamel, Denise",,"Duhamel, Denise : poetry reading; November 22nd, 2013","Recording, acoustical"
607008,2374.UC/695985,"Dennis, Carl",,University of Cincinnati. Elliston Poetry Room,2004,2004-10-27,2004-10-27,2013-12-19,"<center>Contents:</center>
<br clear=""all""/>
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04.mp3?sequence=1"">All tracks</a>&nbsp;&nbsp;&nbsp;Poetry reading [complete]
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_01.mp3?sequence=5"">Track 01</a>
&nbsp;&nbsp;&nbsp;&nbsp;Invitation
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_02.mp3?sequence=6"">Track 02</a>
&nbsp;&nbsp;&nbsp;&nbsp;Socrates & I
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_03.mp3?sequence=7"">Track 03</a>
&nbsp;&nbsp;&nbsp;&nbsp;At the Oak St. Restaurant
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_04.mp3?sequence=8"">Track 04</a>
&nbsp;&nbsp;&nbsp;&nbsp;Our Generation
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_05.mp3?sequence=9"">Track 05</a>
&nbsp;&nbsp;&nbsp;&nbsp;A Visit to West Point
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_06.mp3?sequence=10"">Track 06</a>
&nbsp;&nbsp;&nbsp;&nbsp;String Quartet
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_07.mp3?sequence=11"">Track 07</a>
&nbsp;&nbsp;&nbsp;&nbsp;Letter to Shakespeare
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_08.mp3?sequence=12"">Track 08</a>
&nbsp;&nbsp;&nbsp;&nbsp;The Next Life
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_09.mp3?sequence=13"">Track 09</a>
&nbsp;&nbsp;&nbsp;&nbsp;To Happiness
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_10.mp3?sequence=14"">Track 10</a>
&nbsp;&nbsp;&nbsp;&nbsp;School Days
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_11.mp3?sequence=15"">Track 11</a>
&nbsp;&nbsp;&nbsp;&nbsp;Your City
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_12.mp3?sequence=16"">Track 12</a>
&nbsp;&nbsp;&nbsp;&nbsp;Numbers
<br clear=""all"" />
<a href=""http://drc.libraries.uc.edu/bitstream/handle/2374.UC/731253/Elliston_Carl_Dennis_10-27-04_Track_13.mp3?sequence=17"">Track 13</a>
&nbsp;&nbsp;&nbsp;&nbsp;Candles",,Digital Projects SAN: Folder and disc location for wav file: 20120410/Disc 2. Folder and disc location for mp3 file: 20120410/Disc 6/mp3s.,,,00:50:41,audio/mpeg,http://hdl.handle.net/2374.UC/731253,en_US,University of Cincinnati,University of Cincinnati. Elliston Poetry Room,University of Cincinnati. University of Cincinnati Libraries,The Elliston Project: Poetry Readings and Lectures at the University of Cincinnati,,The Elliston Project : Poetry Readings,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,,Poetry--21st century,"Dennis, Carl||Elliston Poets-in-Residence",,"Dennis, Carl : poetry reading; October 27th, 2004","Recording, acoustical"
